ponto,n_max,j1,gn,gn1,ot,op
0.0,11,28.898941542997818,14.556410162999782,14.334780090001914,0.003960148001169728,0.0030966750009611133
0.00019999999999999998,11,28.801996654000504,14.382753254000818,14.412021078998805,0.0037235539994071587,0.002782245997877908
0.00039999999999999996,11,28.73874100299963,14.441594971000086,14.288947195001128,0.0046381840020330856,0.0028221139991728705
media,,28.81322639999932,14.460252796000228,14.345249454667282,0.004107295334203324,0.0029003449993372974
