ponto,n_max,j1,gn,gn1,ot,op
0.0,11,28.085905934945913,14.08864857905428,13.991414954012726,0.0028441470058169216,0.0025475909642409533
0.00019999999999999998,11,27.78638982598204,13.884961118921638,13.89562707406003,0.0028449739620555192,0.002509160985937342
0.00039999999999999996,11,27.980737175996182,14.037784326006658,13.937105219985824,0.0028534849698189646,0.0025463500060141087
media,,27.95101097897471,14.003798007994192,13.941382416019527,0.0028475353125638017,0.0025343673187308013
