ponto,n_max,j1,gn,gn1,ot,op
0.1,4,11.00875542400172,5.500511359015945,5.505600387026789,0.001264077000087127,0.0011846930137835443
10.049999999999999,21,59.74152331298683,29.572541565954452,30.157031550857937,0.006055957957869396,0.005014507070882246
20.0,33,87.20450975591666,43.746760579088004,43.439621575933415,0.008991313952719793,0.007825436012353748
media,,52.651596164301736,26.273271168019466,26.36741783793938,0.0054371163035587715,0.004674878699006513
