execucao,valor_de_j1,valor_de_j1_serial,ponto,z,n_max,j1,gn,n,qnt_q_values,Aq,pi_tau,frac_exp,ops_gn,gn1,ot,op
0,-4.03493505083582e-6,-4.03477925873248e-6,0.1,l2,4,0.1707940950000193,0.08552164796856232,1,151,3.120084875263274e-05,0.006119838712038472,0.008033679390791804,0.008964047185145319,0.08141604697448201,0.0019615830096881837,0.001703405985608697
0,-4.03493505083582e-6,-4.03477925873248e-6,0.1,l2,4,0.1707940950000193,0.08552164796856232,2,151,3.115300205536187e-05,0.005504246917553246,0.007471385761164129,0.008569636120228097,0.08141604697448201,0.0019615830096881837,0.001703405985608697
0,-4.03493505083582e-6,-4.03477925873248e-6,0.1,l2,4,0.1707940950000193,0.08552164796856232,3,151,3.102904884144664e-05,0.0051923411374446005,0.007060320815071464,0.008020528126507998,0.08141604697448201,0.0019615830096881837,0.001703405985608697
0,-4.03493505083582e-6,-4.03477925873248e-6,0.1,l2,4,0.1707940950000193,0.08552164796856232,4,151,2.935700467787683e-05,0.0047896308824419975,0.006460698932642117,0.007309149368666112,0.08141604697448201,0.0019615830096881837,0.001703405985608697
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,1,151,2.4739914806559682e-05,0.004253945662640035,0.005673438863595948,0.006573325139470398,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,2,151,2.6519206585362554e-05,0.0038153279456309974,0.005147131189005449,0.006008580996422097,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,3,151,2.249807585030794e-05,0.003164702851790935,0.00442751869559288,0.0050570495368447155,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,4,151,2.3071886971592903e-05,0.003224315878469497,0.004507359029958025,0.005221892963163555,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,5,151,2.3922009859234095e-05,0.0034829981450457126,0.004692383052315563,0.005400873895268887,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,6,151,2.4760927772149444e-05,0.0033097220002673566,0.004462016251636669,0.005134335428010672,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,7,151,2.238707384094596e-05,0.003234281000914052,0.004471865016967058,0.005138445470947772,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,8,151,2.2643915144726634e-05,0.0032222463632933795,0.004468540049856529,0.005045280879130587,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,9,151,2.8580980142578483e-05,0.004615584039129317,0.005992179008899257,0.007021544297458604,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,10,151,2.2302905563265085e-05,0.003322269069030881,0.004494515975238755,0.005126927804667503,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,11,151,2.2324122255668044e-05,0.0033151730604004115,0.004466719139600173,0.005149206932401285,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,12,151,2.228398807346821e-05,0.003310717234853655,0.004432224901393056,0.005097852204926312,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,13,151,2.2238033125177026e-05,0.00332304002949968,0.004491104104090482,0.005185086134588346,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,14,151,2.2824882762506604e-05,0.0033363499387633055,0.004471877124160528,0.005154321959707886,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,15,151,2.2604013793170452e-05,0.0032968628802336752,0.00450080496375449,0.00513378024334088,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,16,151,2.2273859940469265e-05,0.003331243060529232,0.0044364970526658,0.005134238250320777,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,17,151,2.3654050892218947e-05,0.0036975711409468204,0.004898469109321013,0.005547088949242607,0.28343264796421863,0.005943389987805858,0.0046829371131025255
0,0.0105115110510344,-0.00372387965433325,10.049999999999999,l2,21,0.5879106849897653,0.2932988830434624,18,151,2.3487111320719123e-05,0.003557089774403721,0.00463436872814782,0.005400248832302168,0.28343264796421863,0.005943389987805858,0.0046829371131025255
