execucao,tempo
1,6142.248314728
2,6145.526614347007
3,6236.364556154993
4,6243.694522485006
5,6245.700440429995
6,6246.424214637998
7,6246.162639857997
8,6247.47946909102
9,6254.557848480006
10,6243.580904072005
