execucao,tempo
0,2291.2167665049965
1,2294.8757891509995
2,2293.436513326
3,2315.8409012939956
4,2317.213564032005
5,2319.2370726720037
6,2302.15040915399
7,2318.856402906
8,2297.6812941550015
9,2327.888088697
