ponto,j1,gn,gn1,ot,op
0.1,10.757089513994288,5.336126068024896,5.418736782972701,0.0010528229759074748,0.000998595991404727
10.049999999999999,54.23927811498288,27.09338640907663,27.134407430014107,0.005746986920712516,0.004926311987219378
20.0,84.94184127499466,42.45959400906577,42.46469952206826,0.008603843860328197,0.007673924992559478
media,1.4993820890397183,0.7488910648616729,0.7501784373505507,0.00015403653756948188,0.00013598832971183582
