execucao,ponto,z,n_max,j1,gn,gn1,ot,op
0,0.1,l2,4,18.769220439979108,9.249659061970306,9.513971085994854,0.002910602997872047,0.0019862599874613807
0,0.1,l4,4,17.291925506011466,9.104103483012295,8.182904478017008,0.002596949998405762,0.0016824950143927708
0,10.049999999999999,l2,21,82.09469559100398,41.871926501975395,40.201476019006805,0.012756625990732573,0.007180783984949812
0,10.049999999999999,l4,21,81.94513248097792,41.69405139895389,40.23232905298937,0.010057936946395785,0.007208718030597083
0,20.0,l2,33,136.39159448702412,69.12487659200269,67.2378177739738,0.014907672957633622,0.011613294962444343
0,20.0,l4,33,131.7054713509715,65.85866190904926,65.81816152900865,0.015026045948616229,0.01157789197168313
