execucao,tempo
1,3356.1799902990006
2,3356.5872797599986
3,3356.3839035950004
4,3355.5638745410033
5,3356.309960644001
6,3351.6391560159973
7,3352.3536941309976
8,3352.7687643690006
9,3354.992465606003
10,3354.398873789003
