execucao,tempo
1,6686.608376215008
2,6686.7070859119995
3,6685.669024934003
4,6683.286265194998
5,6683.413562403992
6,6688.02575791601
7,6682.291275644995
8,6680.240275762015
9,6690.225239834021
10,6678.403129930986
